objectid,pid,title,display_template,object_location,image_small,image_thumb,archival_call_number,archival_collection,finding_aid_ark,physical_location,archival_series_title,folder_title,box,folder,contributing_institution,contributing_institution_valueURI,personal_creator,personal_creator_valueURI,corporate_creator,corporate_creator_valueURI,interviewee,interviewee_valueURI,interviewer,interviewer_valueURI,personal_contributor,personal_contributor_valueURI,corporate_contributor,corporate_contributor_valueURI,description,table_of_contents,annotation,url,language,subject,topical_subject_fast_valueURI,location,geographic_subject_fast_valueURI,topical_subject_lcsh,topical_subject_lcsh_valueURI,topical_subject_local,topical_subject_local_valueURI,geographic_subject_lcsh,geographic_subject_lcsh_valueURI,geographic_subject_local,geographic_subject_local_valueURI,geographic_subject_geonames,geographic_subject_geonames_valueURI,coordinates,personal_name_subject,personal_name_subject_valueURI,corporate_name_subject,corporate_name_subject_valueURI,birds_subject,birds_subject_valueURI,chronological_subject,event_subject,event_subject_valueURI,extent,aat_type,aat_type_valueURI,aat_genre,aat_genre_valueURI,dcmi_type,dcmi_type_valueURI,type_of_resource,imt_type,cco_description,rights_management,rights_management_valueURI,date_digital,location_interview,publisher,publisher_valueURI,ark,local_id,file_name,uid,avian_id,project_number,date_created,date_modified,issuance,issuance_start,issuance_end,frequency,digital_collection,digital_collection_ark,related_exhibit,related_exhibit_url,hardware_software,disclaimer,image_manipulation,file_size,resolution,colorspace,bits_per_sample,samples_per_pixel,height,width,digital_origin,date,latitude,longitude,coord_explan
iawpa0959,WPA_b6f10i16,Photograph of the exhibit panel of WPA projects in Monroe County,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b6f10i16_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b6f10i16_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b6f10i16_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 2, Projects by Subject, 1933-1940, undated (alphabetical)","Exhibits. Display Panels Used at County Fairs. (20 b/w photographs), 1936",6,10,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng;zxx,Exhibitions,http://id.worldcat.org/fast/918097,Iowa--Monroe County,http://id.worldcat.org/fast/1230240,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-02-17,,,,https://n2t.net/ark:/87292/w9m90287s,WPA_b6f10i16,MS0260b006f010i017.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1936,,,
,WPA_b7f10i1_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b7f10i1_1,MS0260b007f010i001.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b7f10i1_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""WPA Americanization class at Longfellow school Des Moines for foreign-born persons applying for american citizen ... This is but one of the many phazes of WPA adult education, including classroom instruction.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b7f10i1_2,MS0260b007f010i002.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0960,WPA_b10f25i1,Photograph of athletes and others at the school athletic field in Villisca,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b10f25i1_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b10f25i1_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b10f25i1_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 2, Projects by Subject, 1933-1940, undated (alphabetical)","Stadiums and Swimming Pools. Montgomery County. Red Oak. Swimming Pool. Project 1389. (4 b/w photographs), 1936-1938, undated",10,25,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Athletic fields;Athletes,http://id.worldcat.org/fast/820109;http://id.worldcat.org/fast/820027,Iowa--Montgomery County,http://id.worldcat.org/fast/1212221,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-03-08,,,,https://n2t.net/ark:/87292/w93b5wf3m,WPA_b10f25i1,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1938-04-13,,,
,WPA_b7f11i1_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b7f11i1_1,MS0260b007f011i001.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b7f11i1_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b7f11i1_2,MS0260b007f011i002.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0961,WPA_b10f26i1,Photograph of the municipal swimming pool in Villisca,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b10f26i1_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b10f26i1_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b10f26i1_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 2, Projects by Subject, 1933-1940, undated (alphabetical)","Stadiums and Swimming Pools. Montgomery County. Villisca. Swimming Pool. (3 b/w photographs), undated",10,26,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Swimming pools,http://id.worldcat.org/fast/1140385,Iowa--Montgomery County,http://id.worldcat.org/fast/1212221,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-03-08,,,,https://n2t.net/ark:/87292/w9kd1qs03,WPA_b10f26i1,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b7f11i2_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b7f11i2_1,MS0260b007f011i003.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b7f11i2_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b7f11i2_2,MS0260b007f011i004.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0962,WPA_b10f26i2,Photograph of the municipal swimming pool in Villisca,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b10f26i2_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b10f26i2_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b10f26i2_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 2, Projects by Subject, 1933-1940, undated (alphabetical)","Stadiums and Swimming Pools. Montgomery County. Villisca. Swimming Pool. (3 b/w photographs), undated",10,26,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Swimming pools,http://id.worldcat.org/fast/1140385,Iowa--Montgomery County,http://id.worldcat.org/fast/1212221,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-03-08,,,,https://n2t.net/ark:/87292/w9fn10z6q,WPA_b10f26i2,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b7f11i3_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b7f11i3_1,MS0260b007f011i005.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b7f11i3_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b7f11i3_2,MS0260b007f011i006.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0963,WPA_b10f26i3,Photograph of the municipal swimming pool under construction in Villisca,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b10f26i3_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b10f26i3_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b10f26i3_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 2, Projects by Subject, 1933-1940, undated (alphabetical)","Stadiums and Swimming Pools. Montgomery County. Villisca. Swimming Pool. (3 b/w photographs), undated",10,26,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Swimming pools--Design and construction,http://id.worldcat.org/fast/1140389,Iowa--Montgomery County,http://id.worldcat.org/fast/1212221,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-03-08,,,,https://n2t.net/ark:/87292/w99w09520,WPA_b10f26i3,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b7f12i1_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b7f12i1_1,MS0260b007f012i001.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b7f12i1_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b7f12i1_2,MS0260b007f012i002.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0964,WPA_b10f33i1,Photograph of the street gravelling in Grant,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b10f33i1_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b10f33i1_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b10f33i1_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 2, Projects by Subject, 1933-1940, undated (alphabetical)","Streets and Alleys. Montgomery County. Grant. Street Graveling. Project 3503. (1 b/w photograph), 1938",10,33,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Gravel roads,http://id.worldcat.org/fast/1729582,Iowa--Montgomery County,http://id.worldcat.org/fast/1212221,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-03-08,,,,https://n2t.net/ark:/87292/w9qz22p8w,WPA_b10f33i1,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1938-03-11,,,
iawpa0965,WPA_b4f35i1,Photograph of street surfacing with rock in Grant,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b4f35i1_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b4f35i1_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b4f35i1_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 1, Projects by Location, 1935-1938, undated (alphabetical)","District 5. Montgomery County. Grant. Street Surfacing. Project 3503. (2 b/w photographs), 1938",4,35,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Streets--Design and construction;Gravel,http://id.worldcat.org/fast/1134798;http://id.worldcat.org/fast/946846,Iowa--Montgomery County,http://id.worldcat.org/fast/1212221,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-01-12,,,,https://n2t.net/ark:/87292/w9dz0373h,WPA_b4f35i1,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1938-03-11,,,
iawpa0966,WPA_b4f35i2,Photograph of street gravelling in Grant,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b4f35i2_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b4f35i2_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b4f35i2_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 1, Projects by Location, 1935-1938, undated (alphabetical)","District 5. Montgomery County. Grant. Street Surfacing. Project 3503. (2 b/w photographs), 1938",4,35,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Streets--Design and construction;Gravel,http://id.worldcat.org/fast/1134798;http://id.worldcat.org/fast/946846,Iowa--Montgomery County,http://id.worldcat.org/fast/1212221,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-01-12,,,,https://n2t.net/ark:/87292/w9959cd81,WPA_b4f35i2,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1938-03-11,,,
iawpa0967,WPA_b4f43i1,Photograph of the swimming pool in Villisca,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b4f43i1_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b4f43i1_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b4f43i1_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 1, Projects by Location, 1935-1938, undated (alphabetical)","District 5. Montgomery County. Villisca. Swimming Pool and Athletic Field. Project 815. (5 b/w photographs), 1936-1937",4,43,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Swimming pools,http://id.worldcat.org/fast/1140385,Iowa--Montgomery County,http://id.worldcat.org/fast/1212221,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-01-12,,,,https://n2t.net/ark:/87292/w97659m9k,WPA_b4f43i1,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1936-09-05,,,
iawpa0968,WPA_b4f43i2,Photograph of the swimming pool and the athletic field in Villisca,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b4f43i2_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b4f43i2_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b4f43i2_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 1, Projects by Location, 1935-1938, undated (alphabetical)","District 5. Montgomery County. Villisca. Swimming Pool and Athletic Field. Project 815. (5 b/w photographs), 1936-1937",4,43,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Swimming pools;Athletic fields,http://id.worldcat.org/fast/1140385;http://id.worldcat.org/fast/820109,Iowa--Montgomery County,http://id.worldcat.org/fast/1212221,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-01-12,,,,https://n2t.net/ark:/87292/w93j3967p,WPA_b4f43i2,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1937-11-11,,,
